Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Parental_Involvement_Encoded,Access_to_Resources_Encoded,Extracurricular_Activities_Encoded,Motivation_Level_Encoded,Internet_Access_Encoded,Family_Income_Encoded,Teacher_Quality_Encoded,School_Type_Encoded,Peer_Influence_Encoded,Learning_Disabilities_Encoded,Parental_Education_Level_Encoded,Distance_from_Home_Encoded,Gender_Encoded,Study_Attendance_Product,Study_Sleep_Balance,Academic_Support_Index,Home_Support_Index,Wellbeing_Index
23,98,Medium,High,Yes,7,52,Low,Yes,2,Low,High,Private,Positive,4,Yes,High School,Near,Female,71,2,3,1,1,1,1,3,1,1,1,1,3,0,2254,3.2857142857142856,9,4,11
26,67,Low,Medium,Yes,8,71,Medium,Yes,2,High,Medium,Private,Negative,3,No,High School,Near,Male,65,1,2,1,2,1,3,2,1,-1,0,1,3,1,1742,3.25,7,5,11
20,89,Low,Medium,Yes,6,91,High,Yes,0,Medium,Medium,Private,Positive,4,No,College,Near,Male,70,1,2,1,3,1,2,2,1,1,0,2,3,1,1780,3.3333333333333335,5,5,10
31,85,Medium,Medium,Yes,9,71,Low,Yes,0,Medium,High,Public,Negative,2,Yes,College,Moderate,Female,69,2,2,1,1,1,2,3,0,-1,1,2,2,0,2635,3.4444444444444446,6,6,11
21,87,Medium,Medium,No,6,90,High,Yes,3,High,Medium,Public,Negative,4,No,High School,Near,Male,71,2,2,0,3,1,3,2,0,-1,0,1,3,1,1827,3.5,8,6,10
18,74,Medium,High,Yes,8,91,Medium,Yes,0,Medium,High,Private,Positive,2,No,High School,Near,Female,67,2,3,1,2,1,2,3,1,1,0,1,3,0,1332,2.25,7,5,10
10,73,Medium,Medium,Yes,8,93,High,Yes,3,Low,Medium,Public,Positive,2,Yes,High School,Moderate,Male,64,2,2,1,3,1,1,2,0,1,1,1,2,1,730,1.25,8,4,10
18,87,Low,Low,No,8,79,High,Yes,1,Low,High,Public,Negative,4,No,College,Near,Male,82,1,1,0,3,1,1,3,0,-1,0,2,3,1,1566,2.25,6,4,12
18,69,Medium,High,Yes,10,85,Medium,Yes,2,High,Medium,Private,Positive,0,No,College,Moderate,Female,66,2,3,1,2,1,3,2,1,1,0,2,2,0,1242,1.8,8,7,10
26,77,Low,Medium,Yes,6,63,Low,Yes,1,Low,High,Public,Negative,4,No,High School,Near,Male,66,1,2,1,1,1,1,3,0,-1,0,1,3,1,2002,4.333333333333333,7,3,10
23,68,High,Medium,Yes,9,55,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,65,3,2,1,2,1,2,2,0,1,0,1,2,1,1564,2.5555555555555554,6,6,12
13,60,Medium,Medium,No,9,77,Low,Yes,2,Medium,High,Private,Positive,5,Yes,High School,Near,Male,61,2,2,0,1,1,2,3,1,1,1,1,3,1,780,1.4444444444444444,8,5,14
21,99,Medium,High,No,7,51,High,Yes,2,Medium,Low,Private,Neutral,2,No,Postgraduate,Near,Female,72,2,3,0,3,1,2,1,1,0,0,3,3,0,2079,3.0,7,7,9
24,77,High,Medium,Yes,10,73,Medium,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Near,Male,70,3,2,1,2,1,2,2,0,1,0,1,3,1,1848,2.4,8,6,13
29,99,Medium,Medium,Yes,7,55,Low,Yes,0,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,71,2,2,1,1,1,2,2,1,1,0,1,2,1,2871,4.142857142857143,5,5,10
25,66,High,Medium,Yes,7,55,Medium,Yes,4,Medium,Medium,Public,Neutral,2,Yes,High School,Moderate,Female,84,3,2,1,2,1,2,2,0,0,1,1,2,0,1650,3.5714285714285716,9,6,9
25,83,High,High,Yes,7,94,Low,Yes,2,Low,High,Public,Positive,3,Yes,College,Moderate,Male,72,3,3,1,1,1,1,3,0,1,1,2,2,1,2075,3.5714285714285716,9,6,10
20,68,Medium,High,Yes,5,82,Medium,No,1,Low,High,Public,Positive,3,No,Postgraduate,Near,Female,67,2,3,1,2,0,1,3,0,1,0,3,3,0,1360,4.0,7,6,8
22,92,High,Low,No,8,82,Medium,Yes,2,Medium,Medium,Private,Neutral,5,No,Postgraduate,Near,Male,72,3,1,0,2,1,2,2,1,0,0,3,3,1,2024,2.75,6,8,13
27,91,Low,High,Yes,8,70,Low,Yes,1,Medium,Low,Public,Neutral,6,No,High School,Moderate,Female,70,1,3,1,1,1,2,1,0,0,0,1,2,0,2457,3.375,6,4,14
12,65,Medium,High,No,7,71,Medium,Yes,1,Low,High,Public,Neutral,4,No,High School,Moderate,Male,62,2,3,0,2,1,1,3,0,0,0,1,2,1,780,1.7142857142857142,8,4,11
18,96,High,Medium,Yes,10,65,Low,Yes,3,Medium,Medium,Public,Positive,2,No,College,Moderate,Female,71,3,2,1,1,1,2,2,0,1,0,2,2,0,1728,1.8,8,7,12
15,68,Low,Medium,No,6,72,Low,Yes,3,High,Low,Public,Neutral,3,No,High School,Near,Female,62,1,2,0,1,1,3,1,0,0,0,1,3,0,1020,2.5,7,5,9
22,85,Medium,Medium,Yes,4,79,Low,Yes,1,Low,Low,Public,Positive,3,No,High School,Near,Female,68,2,2,1,1,1,1,1,0,1,0,1,3,0,1870,5.5,5,4,7
27,99,High,Medium,No,10,59,High,Yes,2,Low,Medium,Public,Positive,3,No,High School,Near,Male,74,3,2,0,3,1,1,2,0,1,0,1,3,1,2673,2.7,7,5,13
16,95,High,High,No,9,63,Medium,No,0,Medium,Low,Private,Positive,3,No,High School,Near,Male,68,3,3,0,2,0,2,1,1,1,0,1,3,1,1520,1.7777777777777777,4,6,12
6,98,Medium,Low,No,8,75,Medium,Yes,1,High,Medium,Public,Neutral,3,Yes,Postgraduate,Far,Female,64,2,1,0,2,1,3,2,0,0,1,3,1,0,588,0.75,5,8,11
18,74,High,Medium,Yes,6,69,Medium,Yes,0,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,65,3,2,1,2,1,1,2,0,1,0,1,2,1,1332,3.0,5,5,10
25,64,Medium,Low,Yes,8,91,Medium,Yes,1,Low,Low,Public,Positive,5,No,College,Near,Male,66,2,1,1,2,1,1,1,0,1,0,2,3,1,1600,3.125,4,5,13
23,68,Medium,High,No,5,91,Low,Yes,5,Low,Medium,Public,Neutral,1,No,College,Near,Female,68,2,3,0,1,1,1,2,0,0,0,2,3,0,1564,4.6,11,5,6
23,80,Medium,Medium,No,7,67,Low,Yes,2,Low,High,Public,Neutral,4,No,High School,Near,Male,67,2,2,0,1,1,1,3,0,0,0,1,3,1,1840,3.2857142857142856,8,4,11
18,92,Medium,Medium,Yes,6,73,Low,Yes,1,Medium,High,Public,Neutral,5,Yes,High School,Moderate,Female,67,2,2,1,1,1,2,3,0,0,1,1,2,0,1656,3.0,7,5,11
12,66,Medium,High,Yes,7,99,Low,Yes,2,Medium,Low,Public,Neutral,3,No,High School,Moderate,Male,63,2,3,1,1,1,2,1,0,0,0,1,2,1,792,1.7142857142857142,7,5,10
23,86,Medium,High,Yes,8,91,Medium,Yes,2,Low,Medium,Public,Negative,1,No,College,Near,Female,71,2,3,1,2,1,1,2,0,-1,0,2,3,0,1978,2.875,8,5,9
15,73,Medium,High,No,5,61,Low,No,1,Low,High,Private,Positive,2,No,Postgraduate,Moderate,Male,63,2,3,0,1,0,1,3,1,1,0,3,2,1,1095,3.0,7,6,7
33,74,Medium,Low,No,8,64,Medium,Yes,0,Medium,Medium,Public,Negative,3,Yes,High School,Near,Male,66,2,1,0,2,1,2,2,0,-1,1,1,3,1,2442,4.125,4,5,11
23,86,High,Medium,No,7,54,Low,Yes,2,Medium,Medium,Public,Negative,2,Yes,High School,Near,Female,67,3,2,0,1,1,2,2,0,-1,1,1,3,0,1978,3.2857142857142856,7,6,9
17,79,Medium,High,Yes,8,84,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,High School,Moderate,Male,66,2,3,1,2,1,2,2,0,0,0,1,2,1,1343,2.125,6,5,10
16,92,Medium,Medium,Yes,7,66,High,Yes,2,Medium,Medium,Public,Positive,4,No,Postgraduate,Moderate,Female,70,2,2,1,3,1,2,2,0,1,0,3,2,0,1472,2.2857142857142856,7,7,11
19,66,High,Medium,No,8,77,Low,No,3,Medium,Medium,Public,Negative,4,No,College,Moderate,Female,64,3,2,0,1,0,2,2,0,-1,0,2,2,0,1254,2.375,7,7,12
19,92,Medium,Medium,Yes,6,88,Low,Yes,1,High,Medium,Public,Positive,2,No,Postgraduate,Near,Male,71,2,2,1,1,1,3,2,0,1,0,3,3,1,1748,3.1666666666666665,6,8,8
27,63,High,High,Yes,4,92,Medium,Yes,0,Low,Medium,Public,Neutral,3,No,College,Near,Female,68,3,3,1,2,1,1,2,0,0,0,2,3,0,1701,6.75,6,6,7
21,68,Low,Medium,Yes,5,66,Low,Yes,2,High,Medium,Private,Neutral,3,No,High School,Near,Male,64,1,2,1,1,1,3,2,1,0,0,1,3,1,1428,4.2,7,5,8
16,86,Medium,Medium,Yes,6,62,Low,Yes,1,Low,High,Public,Positive,4,No,High School,Near,Female,66,2,2,1,1,1,1,3,0,1,0,1,3,0,1376,2.6666666666666665,7,4,10
31,94,Low,Medium,No,5,92,Low,Yes,1,High,Low,Private,Neutral,4,No,High School,Near,Male,72,1,2,0,1,1,3,1,1,0,0,1,3,1,2914,6.2,5,5,9
20,70,Low,Medium,Yes,9,69,High,Yes,2,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Female,66,1,2,1,3,1,2,3,0,0,0,3,3,0,1400,2.2222222222222223,8,6,12
25,73,Medium,High,Yes,7,91,Medium,Yes,0,Medium,High,Public,Neutral,4,No,High School,Near,Female,70,2,3,1,2,1,2,3,0,0,0,1,3,0,1825,3.5714285714285716,7,5,11
16,81,Medium,Medium,Yes,8,57,High,Yes,1,Medium,Medium,Private,Positive,2,No,High School,Near,Male,66,2,2,1,3,1,2,2,1,1,0,1,3,1,1296,2.0,6,5,10
22,68,High,Medium,No,8,96,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Moderate,Female,68,3,2,0,2,1,2,2,0,1,0,3,2,0,1496,2.75,6,8,11
22,92,Medium,Low,Yes,7,74,High,Yes,2,Medium,Low,Public,Positive,4,No,College,Moderate,Male,70,2,1,1,3,1,2,1,0,1,0,2,2,1,2024,3.142857142857143,5,6,11
9,91,Medium,Medium,No,10,59,High,Yes,0,Low,Medium,Private,Positive,2,No,College,Moderate,Male,64,2,2,0,3,1,1,2,1,1,0,2,2,1,819,0.9,5,5,12
32,66,High,High,Yes,10,77,High,Yes,3,Medium,Medium,Public,Neutral,1,No,College,Near,Male,71,3,3,1,3,1,2,2,0,0,0,2,3,1,2112,3.2,9,7,11
28,79,Medium,High,Yes,9,94,Low,Yes,2,Low,Medium,Private,Positive,5,No,College,Near,Male,72,2,3,1,1,1,1,2,1,1,0,2,3,1,2212,3.111111111111111,8,5,14
18,91,High,Medium,Yes,6,69,Medium,Yes,5,Low,High,Public,Positive,2,No,High School,Near,Male,71,3,2,1,2,1,1,3,0,1,0,1,3,1,1638,3.0,11,5,8
13,73,Medium,Low,No,9,59,Medium,Yes,0,Medium,High,Public,Neutral,4,No,Postgraduate,Near,Male,63,2,1,0,2,1,2,3,0,0,0,3,3,1,949,1.4444444444444444,5,7,13
22,85,Low,Medium,Yes,4,79,Medium,Yes,1,High,Low,Public,Positive,2,No,College,Near,Male,68,1,2,1,2,1,3,1,0,1,0,2,3,1,1870,5.5,5,6,6
21,62,Medium,Medium,No,9,92,Medium,Yes,1,Medium,Medium,Private,Positive,4,Yes,High School,Near,Male,63,2,2,0,2,1,2,2,1,1,1,1,3,1,1302,2.3333333333333335,6,5,13
22,84,Medium,Medium,No,4,56,Medium,Yes,0,High,Low,Private,Positive,2,No,High School,Moderate,Male,66,2,2,0,2,1,3,1,1,1,0,1,2,1,1848,5.5,4,6,6
21,66,Medium,Medium,Yes,7,52,High,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Far,Female,63,2,2,1,3,1,2,2,0,0,0,1,1,0,1386,3.0,6,5,10
23,93,High,High,No,9,53,High,Yes,1,Low,Medium,Private,Neutral,4,No,College,Near,Female,72,3,3,0,3,1,1,2,1,0,0,2,3,0,2139,2.5555555555555554,7,6,13
29,74,Medium,High,Yes,8,62,High,Yes,3,Low,High,Public,Positive,3,Yes,Postgraduate,Moderate,Male,70,2,3,1,3,1,1,3,0,1,1,3,2,1,2146,3.625,10,6,11
23,71,Medium,Medium,Yes,5,50,Medium,Yes,1,Low,High,Public,Positive,1,No,College,Near,Female,65,2,2,1,2,1,1,3,0,1,0,2,3,0,1633,4.6,7,5,6
14,94,Medium,High,Yes,7,71,Medium,Yes,0,Medium,Medium,Private,Negative,3,Yes,College,Moderate,Female,67,2,3,1,2,1,2,2,1,-1,1,2,2,0,1316,2.0,6,6,10
28,62,Low,High,No,8,85,Medium,Yes,2,Low,High,Public,Positive,3,No,High School,Moderate,Female,66,1,3,0,2,1,1,3,0,1,0,1,2,0,1736,3.5,9,3,11
30,76,Medium,Medium,Yes,7,86,Medium,Yes,1,Medium,High,Public,Neutral,2,Yes,Postgraduate,Far,Male,69,2,2,1,2,1,2,3,0,0,1,3,1,1,2280,4.285714285714286,7,7,9
39,75,Medium,High,Yes,6,82,High,Yes,1,High,Low,Public,Negative,3,No,College,Near,Male,73,2,3,1,3,1,3,1,0,-1,0,2,3,1,2925,6.5,6,7,9
13,71,Medium,High,Yes,8,65,High,Yes,2,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,66,2,3,1,3,1,2,2,0,0,0,3,3,0,923,1.625,8,7,12
21,96,Medium,Medium,Yes,9,87,Medium,Yes,0,Medium,Medium,Public,Neutral,6,Yes,High School,Near,Female,70,2,2,1,2,1,2,2,0,0,1,1,3,0,2016,2.3333333333333335,5,5,15
8,90,High,High,No,7,79,High,Yes,2,Low,Medium,Public,Negative,4,No,College,Near,Male,68,3,3,0,3,1,1,2,0,-1,0,2,3,1,720,1.1428571428571428,8,6,11
23,63,Low,Medium,Yes,9,93,Medium,Yes,2,Medium,High,Private,Positive,2,No,High School,Far,Male,65,1,2,1,2,1,2,3,1,1,0,1,1,1,1449,2.5555555555555554,8,4,11
17,89,Medium,Medium,No,7,74,Medium,Yes,1,Low,Medium,Private,Positive,2,No,Postgraduate,Moderate,Female,67,2,2,0,2,1,1,2,1,1,0,3,2,0,1513,2.4285714285714284,6,6,9
32,81,High,Medium,No,6,59,High,Yes,2,High,Medium,Public,Neutral,2,No,High School,Moderate,Female,71,3,2,0,3,1,3,2,0,0,0,1,2,0,2592,5.333333333333333,7,7,8
15,96,High,High,No,9,82,Medium,Yes,2,Low,Low,Private,Neutral,3,No,High School,Near,Female,70,3,3,0,2,1,1,1,1,0,0,1,3,0,1440,1.6666666666666667,7,5,12
10,73,Medium,Low,Yes,9,58,Low,Yes,5,Low,Medium,Private,Negative,3,No,High School,Moderate,Male,61,2,1,1,1,1,1,2,1,-1,0,1,2,1,730,1.1111111111111112,9,4,12
17,83,High,Medium,Yes,6,98,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Near,Male,69,3,2,1,2,1,2,2,0,1,0,1,3,1,1411,2.8333333333333335,5,6,9
8,80,Low,Medium,Yes,6,85,Medium,Yes,1,Low,High,Public,Negative,3,No,Postgraduate,Near,Male,63,1,2,1,2,1,1,3,0,-1,0,3,3,1,640,1.3333333333333333,7,5,9
25,80,Medium,Medium,Yes,10,88,Low,Yes,0,Low,High,Private,Negative,2,No,College,Moderate,Male,67,2,2,1,1,1,1,3,1,-1,0,2,2,1,2000,2.5,6,5,12
8,78,High,Medium,Yes,7,84,Medium,Yes,0,Medium,Medium,Public,Positive,2,No,College,Near,Male,65,3,2,1,2,1,2,2,0,1,0,2,3,1,624,1.1428571428571428,5,7,9
20,68,High,Medium,Yes,7,55,High,Yes,0,Low,Low,Public,Positive,3,Yes,High School,Near,Female,63,3,2,1,3,1,1,1,0,1,1,1,3,0,1360,2.857142857142857,4,5,10
8,90,Medium,Medium,No,7,73,High,Yes,3,High,Low,Private,Negative,4,No,Postgraduate,Near,Male,67,2,2,0,3,1,3,1,1,-1,0,3,3,1,720,1.1428571428571428,7,8,11
18,78,Low,High,Yes,9,83,Medium,Yes,2,Low,Medium,Private,Negative,2,No,Postgraduate,Moderate,Female,66,1,3,1,2,1,1,2,1,-1,0,3,2,0,1404,2.0,8,5,11
30,98,Low,Medium,Yes,10,61,Medium,Yes,0,Low,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,72,1,2,1,2,1,1,2,0,1,0,3,2,1,2940,3.0,5,5,13
22,70,Medium,High,No,7,84,Low,Yes,3,Low,High,Public,Positive,5,No,High School,Near,Male,68,2,3,0,1,1,1,3,0,1,0,1,3,1,1540,3.142857142857143,10,4,12
15,87,High,Medium,Yes,10,91,Medium,Yes,1,Low,Low,Public,Neutral,4,No,High School,Moderate,Male,67,3,2,1,2,1,1,1,0,0,0,1,2,1,1305,1.5,5,5,14
20,98,Medium,Medium,Yes,6,64,Medium,Yes,1,High,High,Private,Positive,3,No,Postgraduate,Moderate,Male,72,2,2,1,2,1,3,3,1,1,0,3,2,1,1960,3.3333333333333335,7,8,9
20,87,Medium,High,Yes,7,60,Medium,Yes,0,Low,Medium,Public,Positive,2,Yes,High School,Far,Female,66,2,3,1,2,1,1,2,0,1,1,1,1,0,1740,2.857142857142857,6,4,9
23,95,Medium,Medium,Yes,8,94,Medium,Yes,1,Medium,Medium,Public,Positive,4,No,High School,Near,Male,73,2,2,1,2,1,2,2,0,1,0,1,3,1,2185,2.875,6,5,12
12,93,High,High,Yes,6,50,Low,Yes,4,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,71,3,3,1,1,1,3,3,0,1,0,3,2,1,1116,2.0,11,9,9
24,74,Low,Low,Yes,8,63,High,Yes,1,Low,High,Public,Positive,3,No,High School,Moderate,Male,65,1,1,1,3,1,1,3,0,1,0,1,2,1,1776,3.0,6,3,11
4,84,Medium,Medium,Yes,6,70,Medium,Yes,5,Medium,High,Private,Neutral,4,No,High School,Near,Male,65,2,2,1,2,1,2,3,1,0,0,1,3,1,336,0.6666666666666666,11,5,10
16,66,High,Medium,Yes,5,84,Medium,Yes,2,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,65,3,2,1,2,1,2,2,1,0,0,1,3,0,1056,3.2,7,6,8
17,81,Medium,Medium,Yes,4,100,Low,Yes,2,Medium,High,Private,Neutral,2,No,College,Near,Male,68,2,2,1,1,1,2,3,1,0,0,2,3,1,1377,4.25,8,6,6
24,69,High,Medium,No,7,69,Medium,No,7,High,Medium,Public,Positive,3,No,College,Near,Female,70,3,2,0,2,0,3,2,0,1,0,2,3,0,1656,3.4285714285714284,11,8,10
20,90,Medium,Low,Yes,8,97,Low,Yes,1,Medium,Low,Private,Neutral,2,No,High School,Near,Female,68,2,1,1,1,1,2,1,1,0,0,1,3,0,1800,2.5,4,5,10
12,81,Low,Medium,Yes,5,68,High,Yes,0,Low,High,Private,Negative,2,No,High School,Near,Male,62,1,2,1,3,1,1,3,1,-1,0,1,3,1,972,2.4,6,3,7
14,76,Medium,Medium,No,7,85,High,Yes,3,Low,Medium,Private,Neutral,3,No,College,Near,Male,66,2,2,0,3,1,1,2,1,0,0,2,3,1,1064,2.0,8,5,10
21,71,Medium,Medium,No,7,58,Low,Yes,3,Low,Medium,Public,Negative,5,No,College,Near,Female,65,2,2,0,1,1,1,2,0,-1,0,2,3,0,1491,3.0,8,5,12
20,100,Medium,Medium,Yes,7,73,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,College,Near,Female,71,2,2,1,2,1,1,2,0,0,0,2,3,0,2000,2.857142857142857,6,5,11
17,63,Medium,Medium,No,6,94,Low,Yes,0,Medium,Medium,Public,Negative,2,No,High School,Moderate,Male,61,2,2,0,1,1,2,2,0,-1,0,1,2,1,1071,2.8333333333333335,5,5,8
17,62,Medium,Medium,No,7,66,High,Yes,2,High,Medium,Public,Neutral,4,No,High School,Moderate,Male,63,2,2,0,3,1,3,2,0,0,0,1,2,1,1054,2.4285714285714284,7,6,11
24,69,Medium,High,Yes,7,55,Low,Yes,3,Medium,High,Public,Neutral,4,No,High School,Near,Male,67,2,3,1,1,1,2,3,0,0,0,1,3,1,1656,3.4285714285714284,10,5,11
17,99,Medium,Medium,No,8,76,Low,No,2,High,Medium,Public,Positive,4,No,Postgraduate,Near,Male,70,2,2,0,1,0,3,2,0,1,0,3,3,1,1683,2.125,6,8,12
19,99,Medium,Medium,Yes,5,72,Low,Yes,3,Medium,High,Private,Neutral,4,No,Postgraduate,Near,Male,73,2,2,1,1,1,2,3,1,0,0,3,3,1,1881,3.8,9,7,9
33,86,Medium,Medium,No,7,61,Medium,Yes,1,High,Medium,Public,Positive,3,No,High School,Near,Male,72,2,2,0,2,1,3,2,0,1,0,1,3,1,2838,4.714285714285714,6,6,10
11,95,Medium,Medium,Yes,5,95,Low,Yes,1,Low,High,Public,Positive,3,No,Postgraduate,Near,Male,69,2,2,1,1,1,1,3,0,1,0,3,3,1,1045,2.2,7,6,8
9,69,Low,Medium,Yes,7,80,Medium,Yes,1,Medium,Medium,Private,Neutral,3,No,College,Moderate,Male,61,1,2,1,2,1,2,2,1,0,0,2,2,1,621,1.2857142857142858,6,5,10
25,99,Medium,Medium,No,5,67,Medium,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Male,71,2,2,0,2,1,1,3,0,0,0,1,3,1,2475,5.0,7,4,8
16,66,Medium,Medium,Yes,6,100,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,64,2,2,1,2,1,2,2,0,0,0,1,2,0,1056,2.6666666666666665,6,5,9
18,64,Low,Medium,Yes,7,57,Medium,Yes,1,High,Medium,Public,Neutral,3,No,High School,Moderate,Male,61,1,2,1,2,1,3,2,0,0,0,1,2,1,1152,2.5714285714285716,6,5,10
15,64,Medium,Medium,No,6,92,Low,Yes,3,Low,Medium,Public,Negative,4,No,College,Near,Female,63,2,2,0,1,1,1,2,0,-1,0,2,3,0,960,2.5,8,5,10
18,83,Medium,Low,Yes,9,62,High,Yes,2,Low,Medium,Public,Negative,2,No,High School,Near,Male,65,2,1,1,3,1,1,2,0,-1,0,1,3,1,1494,2.0,6,4,11
30,91,High,Medium,No,9,62,Low,Yes,3,Low,High,Public,Negative,4,No,Postgraduate,Near,Female,73,3,2,0,1,1,1,3,0,-1,0,3,3,0,2730,3.3333333333333335,9,7,13
25,75,Medium,Low,Yes,8,75,High,Yes,2,High,High,Private,Negative,4,Yes,Postgraduate,Near,Male,68,2,1,1,3,1,3,3,1,-1,1,3,3,1,1875,3.125,7,8,12
25,99,Medium,Medium,No,8,83,Medium,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Near,Female,72,2,2,0,2,1,2,2,0,0,0,2,3,0,2475,3.125,6,6,10
12,77,Low,Low,Yes,7,85,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Far,Male,62,1,1,1,2,1,2,2,0,1,0,2,1,1,924,1.7142857142857142,5,5,10
13,66,High,Medium,Yes,9,51,Low,Yes,3,Medium,Medium,Private,Positive,2,No,Postgraduate,Moderate,Male,63,3,2,1,1,1,2,2,1,1,0,3,2,1,858,1.4444444444444444,8,8,11
3,79,Low,Medium,Yes,7,64,Low,Yes,0,Medium,Medium,Public,Negative,3,No,Postgraduate,Far,Female,58,1,2,1,1,1,2,2,0,-1,0,3,1,0,237,0.42857142857142855,5,6,10
15,87,Medium,Medium,No,10,83,Medium,Yes,1,High,High,Private,Positive,3,No,High School,Near,Male,68,2,2,0,2,1,3,3,1,1,0,1,3,1,1305,1.5,7,6,13
26,93,High,High,Yes,6,94,Low,Yes,1,Medium,High,Public,Negative,2,No,High School,Near,Female,74,3,3,1,1,1,2,3,0,-1,0,1,3,0,2418,4.333333333333333,8,6,8
23,78,Medium,Medium,Yes,5,83,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Male,68,2,2,1,2,1,2,2,0,1,0,1,3,1,1794,4.6,6,5,8
19,84,Medium,Medium,Yes,5,63,Medium,Yes,1,High,Medium,Private,Positive,2,No,High School,Near,Male,67,2,2,1,2,1,3,2,1,1,0,1,3,1,1596,3.8,6,6,7
20,71,Medium,Medium,Yes,5,75,Low,Yes,0,Medium,Medium,Private,Positive,4,No,High School,Near,Male,65,2,2,1,1,1,2,2,1,1,0,1,3,1,1420,4.0,5,5,9
16,86,Low,Low,Yes,5,82,Low,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Moderate,Female,63,1,1,1,1,1,1,2,0,0,0,1,2,0,1376,3.2,4,3,9
21,99,Medium,Low,No,7,57,High,Yes,2,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,71,2,1,0,3,1,2,2,0,0,0,3,3,1,2079,3.0,6,7,9
25,62,Medium,Low,Yes,8,77,Medium,Yes,0,Medium,Low,Public,Negative,4,No,College,Far,Female,62,2,1,1,2,1,2,1,0,-1,0,2,1,0,1550,3.125,3,6,12
10,95,High,Low,Yes,7,74,High,Yes,2,Low,Medium,Public,Negative,3,No,High School,Far,Male,66,3,1,1,3,1,1,2,0,-1,0,1,1,1,950,1.4285714285714286,6,5,10
22,82,Low,Medium,No,5,67,Low,Yes,1,Low,High,Private,Neutral,1,Yes,Postgraduate,Near,Female,65,1,2,0,1,1,1,3,1,0,1,3,3,0,1804,4.4,7,5,6
26,70,High,Medium,No,6,81,Low,Yes,0,Low,High,Public,Neutral,3,No,High School,Moderate,Male,66,3,2,0,1,1,1,3,0,0,0,1,2,1,1820,4.333333333333333,6,5,9
18,98,High,Low,No,8,82,Medium,Yes,3,Medium,High,Public,Negative,3,No,College,Near,Male,71,3,1,0,2,1,2,3,0,-1,0,2,3,1,1764,2.25,8,7,11
24,79,Low,High,No,6,99,High,No,2,Low,High,Public,Negative,3,No,High School,Near,Male,68,1,3,0,3,0,1,3,0,-1,0,1,3,1,1896,4.0,8,3,9
37,73,Medium,High,Yes,6,71,Medium,Yes,0,High,High,Public,Positive,5,No,High School,Moderate,Male,72,2,3,1,2,1,3,3,0,1,0,1,2,1,2701,6.166666666666667,7,6,11
19,67,Medium,High,No,5,77,Medium,Yes,1,Medium,High,Private,Negative,4,No,Postgraduate,Near,Male,66,2,3,0,2,1,2,3,1,-1,0,3,3,1,1273,3.8,8,7,9
22,70,Medium,Low,Yes,6,58,Low,Yes,4,High,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,66,2,1,1,1,1,3,2,0,1,0,3,2,1,1540,3.6666666666666665,8,8,8
16,93,Low,High,No,6,77,High,Yes,2,Low,Medium,Public,Negative,1,No,High School,Moderate,Male,67,1,3,0,3,1,1,2,0,-1,0,1,2,1,1488,2.6666666666666665,8,3,7
21,85,Low,High,Yes,7,52,Medium,Yes,5,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,71,1,3,1,2,1,3,3,0,1,0,3,2,1,1785,3.0,12,7,10
23,97,High,High,Yes,8,57,Low,No,2,High,Medium,Public,Positive,1,No,Postgraduate,Far,Male,72,3,3,1,1,0,3,2,0,1,0,3,1,1,2231,2.875,7,9,9
21,69,Low,Medium,No,7,59,Medium,Yes,3,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,64,1,2,0,2,1,1,2,0,0,0,3,3,1,1449,3.0,8,5,10
14,65,Low,High,No,7,82,Low,Yes,1,Low,Low,Public,Negative,3,No,High School,Near,Male,60,1,3,0,1,1,1,1,0,-1,0,1,3,1,910,2.0,6,3,10
